Rank,Player,REC,Week,Year,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G, FPTS,FPTS/G,ROST,YBC,YBC/R,AIR,AIR/R,YAC,YAC/R,YACON,YACON/R,BRKTKL,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
32,Geoff Swaim,30,17,2021,39,208,6.9,26,2,3,0,0,0,0,15,53.8,3.6,0.1%,73,2.4,73,2.4,135,4.5,39,1.3,0,8.0%,32,1,8,5,2,0,0,0,26
33,Jonnu Smith,28,17,2021,45,294,10.5,28,5,1,8,35,0,0,15,52.9,3.5,0.9%,62,2.2,62,2.2,232,8.3,80,2.9,2,9.1%,32,4,10,14,5,0,0,0,28
34,Ryan Griffin,27,17,2021,42,261,9.7,29,4,2,0,0,0,0,14,51.6,3.7,0.1%,112,4.1,112,4.1,149,5.5,23,0.9,0,7.5%,30,3,6,10,4,0,0,0,29
35,Harrison Bryant,20,17,2021,25,224,11.2,41,6,3,0,0,0,0,14,50.4,3.6,0.2%,149,7.5,149,7.5,75,3.8,21,1.1,0,5.3%,21,1,4,8,4,1,1,0,41
36,Donald Parham Jr.,20,17,2021,27,190,9.5,22,1,3,0,0,0,0,14,49.0,3.5,0.2%,55,2.8,55,2.8,135,6.8,38,1.9,2,4.5%,25,2,6,10,1,0,0,0,22
37,Durham Smythe,32,17,2021,39,325,10.2,25,5,0,2,3,0,0,15,48.8,3.3,0.1%,185,5.8,185,5.8,140,4.4,36,1.1,0,6.8%,33,1,7,13,5,0,0,0,25
38,Hayden Hurst,25,17,2021,30,188,7.5,17,0,3,0,0,0,1,11,47.3,4.3,21.3%,99,4.0,99,4.0,89,3.6,13,0.5,2,5.7%,26,0,7,7,0,0,0,0,17
39,Brevin Jordan,20,17,2021,28,178,8.9,27,2,3,0,0,0,0,8,45.8,5.7,1.1%,79,4.0,79,4.0,99,5.0,21,1.1,1,5.7%,21,1,4,7,2,0,0,0,27
40,Logan Thomas,18,17,2021,25,196,10.9,35,3,3,0,0,0,1,5,44.6,8.9,28.9%,114,6.3,114,6.3,82,4.6,25,1.4,1,4.8%,18,0,5,9,2,1,0,0,35
41,Kyle Rudolph,22,17,2021,33,240,10.9,60,6,1,0,0,0,0,14,43.0,3.1,1.3%,117,5.3,117,5.3,123,5.6,34,1.5,1,6.2%,22,0,8,8,3,1,1,1,60
42,Anthony Firkser,30,17,2021,39,235,7.8,15,0,1,0,0,0,1,14,42.5,3.0,0.0%,138,4.6,138,4.6,97,3.2,23,0.8,0,8.0%,34,3,5,10,0,0,0,0,15
43,MyCole Pruitt,14,17,2021,19,145,10.4,22,2,3,0,0,0,0,13,41.5,3.2,0.0%,86,6.1,86,6.1,59,4.2,4,0.3,0,3.9%,15,0,6,7,2,0,0,0,22
44,Adam Trautman,26,17,2021,42,245,9.4,32,3,1,0,0,0,1,10,41.5,4.2,0.2%,138,5.3,138,5.3,107,4.1,20,0.8,0,9.3%,32,4,7,9,2,1,0,0,32
45,Robert Tonyan,18,17,2021,29,204,11.3,33,5,2,0,0,0,0,8,41.4,5.2,26.2%,94,5.2,94,5.2,110,6.1,21,1.2,0,5.4%,19,1,4,8,4,1,0,0,33
46,Jimmy Graham,12,17,2021,21,151,12.6,28,2,3,0,0,0,0,10,41.1,4.1,0.0%,100,8.3,100,8.3,51,4.3,13,1.1,0,4.4%,13,1,8,8,2,0,0,0,28
47,Tommy Tremble,18,17,2021,30,173,9.6,30,2,1,2,7,1,0,14,41.0,2.9,0.5%,108,6.0,108,6.0,65,3.6,25,1.4,0,5.3%,21,2,3,6,1,1,0,0,30
48,John Bates,19,17,2021,23,244,12.8,32,5,1,0,0,0,0,12,39.9,3.3,0.1%,106,5.6,106,5.6,138,7.3,41,2.2,2,4.4%,19,0,1,11,4,1,0,0,32
49,Will Dissly,21,17,2021,26,231,11.0,39,6,1,0,0,0,0,13,39.6,3.0,2.3%,88,4.2,88,4.2,143,6.8,42,2.0,2,5.8%,23,3,3,8,5,1,0,0,39
50,Juwan Johnson,12,17,2021,20,154,12.8,27,3,3,0,0,0,0,12,39.4,3.3,1.3%,112,9.3,112,9.3,42,3.5,11,0.9,0,4.4%,13,1,5,7,3,0,0,0,27
51,James O'Shaughnessy,24,17,2021,34,244,10.2,30,6,0,0,0,0,0,7,38.4,5.5,0.0%,130,5.4,130,5.4,114,4.8,22,0.9,2,6.2%,28,3,0,8,5,1,0,0,30
52,Josiah Deguara,22,17,2021,29,179,8.1,25,2,1,0,0,0,0,13,34.9,2.7,0.1%,42,1.9,42,1.9,137,6.2,35,1.6,0,5.4%,24,2,7,7,2,0,0,0,25
53,Maxx Williams,16,17,2021,17,193,12.1,34,4,1,0,0,0,0,5,33.3,6.7,0.1%,68,4.3,68,4.3,125,7.8,51,3.2,1,3.2%,16,0,1,7,3,1,0,0,34
54,Marcedes Lewis,23,17,2021,27,214,9.3,23,3,0,0,0,0,0,12,32.9,2.7,0.1%,70,3.0,70,3.0,144,6.3,70,3.0,5,5.0%,23,0,6,10,3,0,0,0,23
55,Stephen Anderson,16,17,2021,19,165,10.3,34,4,1,0,0,0,0,14,30.5,2.2,0.0%,50,2.9,50,2.9,129,7.6,15,0.9,0,3.2%,17,0,1,8,3,1,0,0,34
56,Tyler Kroft,15,17,2021,22,168,11.2,26,3,1,0,0,0,0,8,30.3,3.8,0.1%,94,6.3,94,6.3,74,4.9,36,2.4,1,3.9%,17,2,2,8,3,0,0,0,26
57,Jordan Akins,24,17,2021,33,214,8.9,31,2,0,1,3,0,2,12,29.7,2.5,0.0%,133,5.5,133,5.5,81,3.4,32,1.3,1,6.7%,27,2,5,8,1,1,0,0,31
58,Ian Thomas,18,17,2021,30,188,10.4,41,5,0,0,0,0,0,14,27.8,2.0,0.1%,96,5.3,96,5.3,92,5.1,20,1.1,1,5.6%,23,4,3,6,3,1,1,0,41
59,Pharaoh Brown,23,17,2021,34,171,7.4,29,2,0,0,0,0,1,13,26.6,2.0,0.1%,65,2.8,65,2.8,106,4.6,49,2.1,2,6.9%,24,1,0,5,2,0,0,0,29
60,O.J. Howard,14,17,2021,21,135,9.6,21,1,1,0,0,0,0,11,26.5,2.4,2.3%,52,3.7,52,3.7,83,5.9,37,2.6,1,3.1%,14,0,2,7,1,0,0,0,21
61,Eric Ebron,12,17,2021,18,84,7.0,19,0,1,1,1,1,0,8,26.5,3.3,0.0%,63,5.3,63,5.3,21,1.8,4,0.3,0,3.0%,13,1,3,2,0,0,0,0,19
62,Blake Jarwin,10,17,2021,15,90,9.0,20,1,2,0,0,0,0,7,26.0,3.7,4.0%,52,5.2,52,5.2,38,3.8,17,1.7,0,2.5%,10,0,4,3,1,0,0,0,20
63,Nick Vannett,8,17,2021,14,123,15.4,30,3,1,0,0,0,0,6,22.3,3.7,0.0%,46,5.8,46,5.8,77,9.6,14,1.8,0,3.1%,11,3,2,6,2,1,0,0,30
64,Zach Gentry,15,17,2021,20,128,8.5,24,1,0,0,0,0,0,9,20.3,2.3,0.1%,26,1.7,26,1.7,102,6.8,30,2.0,1,3.3%,15,0,5,8,1,0,0,0,24
65,Brock Wright,10,17,2021,15,66,6.6,23,1,1,0,0,0,0,7,17.6,2.5,0.0%,30,3.0,30,3.0,36,3.6,6,0.6,0,2.8%,12,1,1,3,1,0,0,0,23
66,Lee Smith,9,17,2021,11,65,7.2,22,1,1,0,0,0,0,10,17.0,1.7,0.0%,34,3.8,34,3.8,31,3.4,8,0.9,0,2.1%,9,0,2,2,1,0,0,0,22
67,Adam Shaheen,12,17,2021,16,110,9.2,21,1,0,0,0,0,0,9,17.0,1.9,0.0%,69,5.8,69,5.8,41,3.4,17,1.4,1,2.8%,14,2,4,5,1,0,0,0,21
68,Kylen Granson,11,17,2021,15,106,9.6,27,1,0,0,0,0,0,10,16.1,1.6,0.2%,30,2.7,30,2.7,76,6.9,20,1.8,0,3.2%,11,0,4,4,1,0,0,0,27
69,Chris Manhertz,6,17,2021,9,71,11.8,22,1,1,0,0,0,0,10,16.1,1.6,0.0%,45,7.5,45,7.5,26,4.3,5,0.8,0,1.6%,6,0,0,4,1,0,0,0,22
70,Jesse James,7,17,2021,8,62,8.9,19,0,1,0,0,0,0,5,15.7,3.1,0.0%,44,6.3,44,6.3,18,2.6,9,1.3,0,1.7%,7,0,2,2,0,0,0,0,19
72,Tommy Sweeney,9,17,2021,12,44,4.9,13,0,1,0,0,0,0,7,14.9,2.1,0.1%,30,3.3,30,3.3,14,1.6,3,0.3,0,2.1%,10,1,1,2,0,0,0,0,13
73,Eric Saubert,8,17,2021,12,47,5.9,11,0,1,0,0,0,0,10,14.7,1.5,0.0%,18,2.3,18,2.3,29,3.6,4,0.5,2,2.4%,9,1,1,1,0,0,0,0,11
74,Blake Bell,9,17,2021,13,87,9.7,24,2,0,4,10,0,0,11,14.2,1.3,0.0%,20,2.2,20,2.2,67,7.4,13,1.4,0,2.2%,10,1,1,3,2,0,0,0,24
75,Jacob Hollister,6,17,2021,11,41,6.8,11,0,1,0,0,0,0,6,13.1,2.2,0.0%,20,3.3,20,3.3,21,3.5,4,0.7,0,2.0%,7,1,2,1,0,0,0,0,11
76,Noah Gray,7,17,2021,10,36,5.1,8,0,1,0,0,0,0,7,13.1,1.9,0.1%,18,2.6,18,2.6,18,2.6,5,0.7,0,1.7%,8,1,5,0,0,0,0,0,8
77,Ross Dwelley,4,17,2021,5,51,12.8,21,1,1,0,0,0,0,4,13.1,3.3,0.1%,46,11.5,46,11.5,5,1.3,1,0.3,0,1.1%,4,0,0,3,1,0,0,0,21
78,Drew Sample,10,17,2021,14,73,7.3,19,0,0,0,0,0,0,9,12.3,1.4,0.1%,3,0.3,3,0.3,70,7.0,8,0.8,1,2.7%,12,1,0,3,0,0,0,0,19
79,Antony Auclair,4,17,2021,4,40,10.0,15,0,1,0,0,0,0,3,12.0,4.0,0.0%,22,5.5,22,5.5,18,4.5,6,1.5,0,0.8%,4,0,2,2,0,0,0,0,15
80,Chris Herndon IV,4,17,2021,7,40,10.0,17,0,1,0,0,0,0,6,12.0,2.0,0.0%,9,2.3,9,2.3,31,7.8,4,1.0,0,1.3%,6,2,1,2,0,0,0,0,17
81,Sean McKeon,4,17,2021,6,27,6.8,12,0,1,0,0,0,0,5,10.7,2.1,0.0%,17,4.3,17,4.3,10,2.5,3,0.8,1,1.0%,4,0,1,2,0,0,0,0,12
82,Josh Oliver,8,17,2021,14,65,8.1,19,0,0,0,0,0,0,10,10.5,1.1,0.0%,41,5.1,41,5.1,24,3.0,6,0.8,0,2.5%,9,0,2,2,0,0,0,0,19
83,Chris Myarick,3,17,2021,6,17,5.7,10,0,1,0,0,0,0,5,9.2,1.8,0.0%,9,3.0,9,3.0,8,2.7,0,0.0,0,1.1%,5,2,1,1,0,0,0,0,10
84,Luke Farrell,7,17,2021,11,56,8.0,21,1,0,0,0,0,0,8,9.1,1.1,0.0%,28,4.0,28,4.0,28,4.0,15,2.1,0,2.0%,8,1,1,2,1,0,0,0,21
85,Charlie Woerner,5,17,2021,6,52,10.4,27,1,0,0,0,0,0,8,7.7,1.0,0.0%,43,8.6,43,8.6,9,1.8,0,0.0,0,1.3%,6,0,0,2,1,0,0,0,27
86,Tre' McKitty,6,17,2021,7,45,7.5,12,0,0,0,0,0,0,5,7.5,1.5,0.1%,11,1.8,11,1.8,34,5.7,6,1.0,0,1.2%,6,0,0,1,0,0,0,0,12
87,Parker Hesse,5,17,2021,6,43,8.6,17,0,0,0,0,0,0,4,6.8,1.7,0.0%,22,4.4,22,4.4,21,4.2,7,1.4,0,1.1%,5,0,0,2,0,0,0,0,17
88,Darren Fells,4,17,2021,5,43,10.8,24,1,0,0,0,0,0,3,6.3,2.1,0.0%,16,4.0,16,4.0,27,6.8,1,0.3,0,1.1%,4,0,0,2,1,0,0,0,24
89,Garrett Griffin,4,17,2021,4,39,9.8,14,0,0,0,0,0,0,5,5.9,1.2,0.0%,12,3.0,12,3.0,27,6.8,12,3.0,0,0.9%,4,0,0,2,0,0,0,0,14
90,Kendall Blanton,4,17,2021,7,37,9.3,23,1,0,0,0,0,0,4,5.7,1.4,0.0%,24,6.0,24,6.0,13,3.3,1,0.3,0,1.2%,6,2,2,1,1,0,0,0,23
91,Tyler Davis,4,17,2021,4,35,8.8,22,1,0,0,0,0,0,7,5.5,0.8,0.0%,22,5.5,22,5.5,13,3.3,5,1.3,0,0.7%,4,0,1,1,1,0,0,0,22
92,Trevon Wesco,3,17,2021,5,35,11.7,19,0,0,0,0,0,0,8,5.0,0.6,0.0%,6,2.0,6,2.0,29,9.7,8,2.7,0,0.9%,3,0,0,2,0,0,0,0,19
93,Shane Zylstra,3,17,2021,7,34,11.3,16,0,0,0,0,0,0,3,4.9,1.6,0.0%,28,9.3,28,9.3,6,2.0,0,0.0,0,1.3%,4,0,2,2,0,0,0,0,16
94,Kaden Smith,3,17,2021,3,33,11.0,21,1,0,0,0,0,0,4,4.8,1.2,0.0%,22,7.3,22,7.3,11,3.7,1,0.3,0,0.6%,3,0,0,1,1,0,0,0,21
96,Tommy Hudson,3,17,2021,6,31,10.3,14,0,0,0,0,0,0,4,4.6,1.2,0.0%,7,2.3,7,2.3,24,8.0,0,0.0,0,1.2%,3,0,1,2,0,0,0,0,14
97,Jack Stoll,4,17,2021,5,22,5.5,9,0,0,0,0,0,0,6,4.2,0.7,0.0%,2,0.5,2,0.5,20,5.0,6,1.5,0,1.2%,4,0,2,0,0,0,0,0,9
99,Colby Parkinson,3,17,2021,5,19,6.3,12,0,0,0,0,0,0,5,3.4,0.7,0.1%,5,1.7,5,1.7,14,4.7,7,2.3,0,1.1%,3,0,0,1,0,0,0,0,12
102,Demetrius Harris,3,17,2021,6,10,3.3,7,0,0,0,0,0,0,10,2.5,0.3,0.0%,-3,-1.0,-3,-1.0,13,4.3,3,1.0,0,1.1%,3,0,1,0,0,0,0,0,7
113,Darrell Daniels,1,17,2021,4,0,0.0,0,0,0,0,0,0,0,9,0.5,0.1,0.0%,-1,-1.0,-1,-1.0,1,1.0,0,0.0,0,0.8%,3,1,1,0,0,0,0,0,0
1,Mark Andrews,93,16,2021,132,"1,187",12.8,43,24,9,0,0,0,0,15,223.2,14.9,100.0%,793,8.5,793,8.5,394,4.2,164,1.8,4,24.9%,96,3,19,53,18,4,2,0,43
2,Travis Kelce,83,16,2021,122,"1,066",12.8,69,20,7,1,4,1,1,14,194.5,13.9,100.0%,526,6.3,526,6.3,540,6.5,242,2.9,8,21.7%,93,10,12,48,13,4,2,1,69
3,George Kittle,65,16,2021,85,871,13.4,48,16,6,2,14,0,1,12,155.0,12.9,98.9%,431,6.6,431,6.6,440,6.8,176,2.7,8,19.1%,70,2,8,37,12,3,1,0,48
4,Dalton Schultz,69,16,2021,91,733,10.6,32,8,6,0,0,0,0,15,145.8,9.7,86.8%,417,6.0,417,6.0,316,4.6,95,1.4,3,15.9%,72,3,11,35,6,2,0,0,32
5,Kyle Pitts,64,16,2021,101,949,14.8,49,21,1,0,0,0,0,15,132.9,8.9,98.9%,695,10.9,695,10.9,254,4.0,88,1.4,2,20.1%,71,5,13,40,15,5,1,0,49
6,Dawson Knox,46,16,2021,64,538,11.7,53,13,9,0,0,0,0,13,132.8,10.2,78.8%,291,6.3,291,6.3,247,5.4,57,1.2,3,11.5%,50,4,17,22,7,3,2,1,53
7,Dallas Goedert,50,16,2021,69,759,15.2,45,18,4,0,0,0,0,14,126.9,9.1,95.6%,388,7.8,388,7.8,371,7.4,97,1.9,9,16.9%,57,5,6,35,14,3,1,0,45
8,Zach Ertz,60,16,2021,93,638,10.6,47,9,5,1,4,0,0,15,124.2,8.3,93.8%,336,5.6,336,5.6,302,5.0,66,1.1,2,22.7%,68,6,16,27,7,1,1,0,47
9,Hunter Henry,42,16,2021,64,480,11.4,33,8,9,0,0,0,0,14,123.0,8.8,41.9%,356,8.5,356,8.5,124,3.0,40,1.0,1,13.9%,42,0,17,21,6,2,0,0,33
10,Mike Gesicki,67,16,2021,102,707,10.6,40,15,2,0,0,0,0,15,118.2,7.9,39.7%,501,7.5,501,7.5,206,3.1,63,0.9,1,18.9%,70,2,9,25,12,2,1,0,40
11,T.J. Hockenson,61,16,2021,84,583,9.6,33,9,4,0,0,0,0,12,114.8,9.6,94.0%,384,6.3,384,6.3,199,3.3,56,0.9,4,16.8%,62,1,9,24,8,1,0,0,33
12,Rob Gronkowski,41,16,2021,68,550,13.4,35,12,6,0,0,0,0,10,111.5,11.2,1.7%,324,7.9,324,7.9,226,5.5,86,2.1,4,10.8%,48,5,9,24,10,2,0,0,35
13,Pat Freiermuth,49,16,2021,64,422,8.6,24,2,7,0,0,0,1,14,108.7,7.8,89.2%,223,4.6,223,4.6,199,4.1,87,1.8,5,11.4%,51,2,17,17,2,0,0,0,24
14,Noah Fant,61,16,2021,81,562,9.2,32,7,3,0,0,0,0,14,104.7,7.5,22.8%,315,5.2,315,5.2,247,4.0,53,0.9,1,17.3%,64,2,10,20,6,1,0,0,32
15,Darren Waller,53,16,2021,84,643,12.1,33,15,2,0,0,0,0,10,102.8,10.3,99.8%,418,7.9,418,7.9,225,4.2,72,1.4,3,15.6%,57,4,11,26,13,2,0,0,33
16,Tyler Conklin,54,16,2021,74,540,10.0,40,7,3,0,0,0,0,15,99.0,6.6,39.6%,258,4.8,258,4.8,282,5.2,52,1.0,0,14.2%,56,2,16,20,4,2,1,0,40
17,C.J. Uzomah,45,16,2021,57,461,10.2,55,13,5,0,0,0,0,15,98.6,6.6,0.8%,181,4.0,181,4.0,280,6.2,98,2.2,5,12.1%,50,4,7,15,7,4,1,1,55
18,Jared Cook,44,16,2021,76,484,11.0,29,6,4,0,0,0,0,15,98.4,6.6,0.0%,270,6.1,270,6.1,214,4.9,58,1.3,0,13.4%,52,6,12,25,6,0,0,0,29
19,Gerald Everett,44,16,2021,55,422,9.6,41,7,4,3,20,0,2,13,86.2,6.6,65.2%,198,4.5,198,4.5,224,5.1,89,2.0,7,13.0%,45,1,7,16,4,2,1,0,41
20,Tyler Higbee,49,16,2021,68,436,8.9,37,4,3,0,0,0,0,13,86.1,6.6,84.2%,198,4.0,198,4.0,238,4.9,70,1.4,1,12.7%,52,3,15,19,3,1,0,0,37
21,Cole Kmet,53,16,2021,83,539,10.2,25,6,0,1,0,0,0,15,80.4,5.4,39.8%,332,6.3,332,6.3,207,3.9,84,1.6,4,18.7%,60,5,10,28,6,0,0,0,25
22,Evan Engram,44,16,2021,66,392,8.9,30,3,3,1,-3,0,1,13,76.9,5.9,24.1%,224,5.1,224,5.1,168,3.8,32,0.7,0,12.6%,49,4,4,15,2,1,0,0,30
23,David Njoku,30,16,2021,47,436,14.5,71,15,3,1,1,0,0,13,76.7,5.9,66.7%,197,6.6,197,6.6,239,8.0,106,3.5,2,10.7%,33,2,7,15,8,4,2,1,71
24,Austin Hooper,36,16,2021,56,317,8.8,34,4,3,0,0,0,0,14,69.7,5.0,17.2%,150,4.2,150,4.2,167,4.6,34,0.9,1,12.8%,39,3,11,12,3,1,0,0,34
25,Jack Doyle,28,16,2021,41,291,10.4,34,4,3,0,0,0,0,14,63.1,4.5,2.0%,178,6.4,178,6.4,113,4.0,12,0.4,0,9.1%,32,4,7,14,3,1,0,0,34
26,Foster Moreau,27,16,2021,41,314,11.6,34,6,3,0,0,0,0,13,62.9,4.8,0.2%,172,6.4,172,6.4,142,5.3,63,2.3,2,7.6%,32,4,5,15,5,1,0,0,34
27,Mo Alie-Cox,19,16,2021,37,261,13.7,37,6,4,0,0,0,0,15,59.6,4.0,3.5%,125,6.6,125,6.6,136,7.2,55,2.9,2,8.2%,21,2,8,10,5,1,0,0,37
28,Dan Arnold,35,16,2021,52,408,11.7,28,2,0,0,0,0,1,11,58.3,5.3,0.2%,220,6.3,220,6.3,188,5.4,66,1.9,2,10.2%,39,2,4,20,2,0,0,0,28
29,Albert Okwuegbunam,31,16,2021,38,325,10.5,64,6,2,0,0,0,1,12,58.0,4.8,25.4%,87,2.8,87,2.8,238,7.7,62,2.0,3,8.1%,33,2,4,12,3,1,1,1,64
30,Cameron Brate,26,16,2021,51,228,8.8,18,0,3,0,0,0,0,14,53.8,3.8,2.8%,153,5.9,153,5.9,75,2.9,13,0.5,0,8.1%,29,2,18,10,0,0,0,0,18
31,Ricky Seals-Jones,29,16,2021,47,263,9.1,39,2,2,0,0,0,0,10,52.8,5.3,0.0%,114,3.9,114,3.9,149,5.1,35,1.2,2,9.7%,32,4,12,11,1,1,0,0,39
32,Ryan Griffin,27,16,2021,42,261,9.7,29,4,2,0,0,0,0,14,51.6,3.7,0.1%,112,4.1,112,4.1,149,5.5,23,0.9,0,7.9%,30,3,6,10,4,0,0,0,29
33,Jonnu Smith,27,16,2021,44,274,10.1,28,4,1,7,30,0,0,14,49.9,3.6,0.9%,65,2.4,65,2.4,209,7.7,76,2.8,2,9.5%,31,4,10,13,4,0,0,0,28
34,Donald Parham Jr.,20,16,2021,27,190,9.5,22,1,3,0,0,0,0,14,49.0,3.5,0.2%,55,2.8,55,2.8,135,6.8,38,1.9,2,4.8%,25,2,6,10,1,0,0,0,22
35,Hayden Hurst,25,16,2021,30,188,7.5,17,0,3,0,0,0,1,11,47.3,4.3,21.3%,99,4.0,99,4.0,89,3.6,13,0.5,2,6.0%,26,0,7,7,0,0,0,0,17
36,Geoff Swaim,27,16,2021,36,199,7.4,26,2,2,0,0,0,0,14,45.4,3.2,0.1%,74,2.7,74,2.7,125,4.6,36,1.3,0,7.6%,29,1,7,5,2,0,0,0,26
37,Logan Thomas,18,16,2021,25,196,10.9,35,3,3,0,0,0,1,5,44.6,8.9,28.9%,114,6.3,114,6.3,82,4.6,25,1.4,1,5.2%,18,0,5,9,2,1,0,0,35
38,Brevin Jordan,19,16,2021,27,169,8.9,27,2,3,0,0,0,0,7,44.4,6.3,1.1%,76,4.0,76,4.0,93,4.9,18,0.9,1,5.9%,20,1,4,7,2,0,0,0,27
39,Harrison Bryant,19,16,2021,24,223,11.7,41,6,2,0,0,0,0,13,43.8,3.4,0.2%,148,7.8,148,7.8,75,3.9,21,1.1,0,5.5%,20,1,3,8,4,1,1,0,41
40,Durham Smythe,29,16,2021,36,288,9.9,25,4,0,2,3,0,0,14,43.6,3.1,0.1%,171,5.9,171,5.9,117,4.0,27,0.9,0,6.7%,30,1,7,11,4,0,0,0,25
41,Kyle Rudolph,22,16,2021,32,240,10.9,60,6,1,0,0,0,0,13,43.0,3.3,1.3%,117,5.3,117,5.3,123,5.6,34,1.5,1,6.1%,22,0,8,8,3,1,1,1,60
42,MyCole Pruitt,14,16,2021,19,145,10.4,22,2,3,0,0,0,0,13,41.5,3.2,0.0%,86,6.1,86,6.1,59,4.2,4,0.3,0,4.0%,15,0,6,7,2,0,0,0,22
43,Adam Trautman,26,16,2021,42,245,9.4,32,3,1,0,0,0,1,10,41.5,4.2,0.2%,138,5.3,138,5.3,107,4.1,20,0.8,0,9.8%,32,4,7,9,2,1,0,0,32
44,Robert Tonyan,18,16,2021,29,204,11.3,33,5,2,0,0,0,0,8,41.4,5.2,26.2%,94,5.2,94,5.2,110,6.1,21,1.2,0,5.9%,19,1,4,8,4,1,0,0,33
45,Jimmy Graham,12,16,2021,20,151,12.6,28,2,3,0,0,0,0,9,41.1,4.6,0.0%,100,8.3,100,8.3,51,4.3,13,1.1,0,4.5%,13,1,8,8,2,0,0,0,28
46,Tommy Tremble,18,16,2021,30,173,9.6,30,2,1,2,7,1,0,14,41.0,2.9,0.5%,108,6.0,108,6.0,65,3.6,25,1.4,0,5.6%,21,2,3,6,1,1,0,0,30
47,Juwan Johnson,11,16,2021,18,150,13.6,27,3,3,0,0,0,0,11,38.5,3.5,1.3%,109,9.9,109,9.9,41,3.7,11,1.0,0,4.2%,12,1,3,7,3,0,0,0,27
48,James O'Shaughnessy,24,16,2021,34,244,10.2,30,6,0,0,0,0,0,7,38.4,5.5,0.0%,130,5.4,130,5.4,114,4.8,22,0.9,2,6.5%,28,3,0,8,5,1,0,0,30
49,Will Dissly,20,16,2021,25,223,11.2,39,6,1,0,0,0,0,12,38.3,3.2,2.3%,80,4.0,80,4.0,143,7.2,42,2.1,2,5.9%,22,3,3,8,5,1,0,0,39
50,John Bates,16,16,2021,19,209,13.1,32,4,1,0,0,0,0,11,34.9,3.2,0.1%,87,5.4,87,5.4,122,7.6,38,2.4,2,3.9%,16,0,1,9,3,1,0,0,32
51,Maxx Williams,16,16,2021,17,193,12.1,34,4,1,0,0,0,0,5,33.3,6.7,0.1%,68,4.3,68,4.3,125,7.8,51,3.2,1,3.4%,16,0,1,7,3,1,0,0,34
52,Marcedes Lewis,23,16,2021,27,214,9.3,23,3,0,0,0,0,0,12,32.9,2.7,0.1%,70,3.0,70,3.0,144,6.3,70,3.0,5,5.5%,23,0,6,10,3,0,0,0,23
53,Josiah Deguara,20,16,2021,26,168,8.4,25,2,1,0,0,0,0,12,32.8,2.7,0.1%,41,2.1,41,2.1,127,6.4,35,1.8,0,5.3%,21,1,5,7,2,0,0,0,25
54,Anthony Firkser,27,16,2021,36,211,7.8,14,0,0,0,0,0,1,13,32.6,2.5,0.0%,117,4.3,117,4.3,94,3.5,21,0.8,0,7.6%,31,3,3,9,0,0,0,0,14
55,Tyler Kroft,15,16,2021,22,168,11.2,26,3,1,0,0,0,0,8,30.3,3.8,0.1%,94,6.3,94,6.3,74,4.9,36,2.4,1,4.1%,17,2,2,8,3,0,0,0,26
56,Jordan Akins,24,16,2021,33,214,8.9,31,2,0,1,3,0,2,12,29.7,2.5,0.0%,133,5.5,133,5.5,81,3.4,32,1.3,1,7.2%,27,2,5,8,1,1,0,0,31
57,Stephen Anderson,15,16,2021,18,157,10.5,34,4,1,0,0,0,0,13,29.2,2.2,0.0%,54,3.4,54,3.4,117,7.3,15,0.9,0,3.2%,16,0,1,8,3,1,0,0,34
58,O.J. Howard,14,16,2021,21,135,9.6,21,1,1,0,0,0,0,11,26.5,2.4,2.3%,52,3.7,52,3.7,83,5.9,37,2.6,1,3.3%,14,0,2,7,1,0,0,0,21
59,Eric Ebron,12,16,2021,18,84,7.0,19,0,1,1,1,1,0,8,26.5,3.3,0.0%,63,5.3,63,5.3,21,1.8,4,0.3,0,3.2%,13,1,3,2,0,0,0,0,19
60,Blake Jarwin,10,16,2021,15,90,9.0,20,1,2,0,0,0,0,7,26.0,3.7,4.0%,52,5.2,52,5.2,38,3.8,17,1.7,0,2.6%,10,0,4,3,1,0,0,0,20
61,Pharaoh Brown,22,16,2021,33,162,7.4,29,2,0,0,0,0,1,12,25.2,2.1,0.1%,61,2.8,61,2.8,101,4.6,45,2.0,2,7.2%,23,1,0,5,2,0,0,0,29
62,Ian Thomas,15,16,2021,27,155,10.3,41,4,0,0,0,0,0,13,23.0,1.8,0.1%,83,5.5,83,5.5,72,4.8,20,1.3,1,5.3%,20,4,3,5,2,1,1,0,41
63,Nick Vannett,8,16,2021,14,123,15.4,30,3,1,0,0,0,0,6,22.3,3.7,0.0%,46,5.8,46,5.8,77,9.6,14,1.8,0,3.3%,11,3,2,6,2,1,0,0,30
64,Zach Gentry,14,16,2021,18,128,9.1,24,1,0,0,0,0,0,8,19.8,2.5,0.1%,28,2.0,28,2.0,100,7.1,30,2.1,1,3.2%,14,0,4,8,1,0,0,0,24
65,Brock Wright,10,16,2021,15,66,6.6,23,1,1,0,0,0,0,7,17.6,2.5,0.0%,30,3.0,30,3.0,36,3.6,6,0.6,0,3.0%,12,1,1,3,1,0,0,0,23
66,Lee Smith,9,16,2021,11,65,7.2,22,1,1,0,0,0,0,10,17.0,1.7,0.0%,34,3.8,34,3.8,31,3.4,8,0.9,0,2.2%,9,0,2,2,1,0,0,0,22
